garden_Plant_ID,,C002,,,C003,,,C004,,,C005,,,C006,,,C007,,,C008,,,C009,,,C010,,,C011,,,C012,,,C013,,,C014,,,C015,,,C016,,,C017,,,C018,,,C019,,,C020,,,C021,,,C022,,,C023,,,C024,,,C025,,,C026,,,C027,,,C028,,,C029,,,C030,,,C031,,,C032,,,C033,,,C034,,,C035,,,C036,,,C037,,,C038,,,C039,,,C040,,,C041,,,C042,,,C043,,,C044,,,C045,,,C046,,,C047,,,C048,,,C049,,,C050,,,C051,,,C052,,,C053,,,C054,,,C055,,,C056,,,C057,,,C058,,,C059,,,C060,,,C061,,,C062,,,C063,,,C064,,,C065,,,C066,,,C067,,,C068,,,C069,,,C070,,,C071,,,C072,,,C073,,,C074,,
159,,3.1123,399.753,1.74,3.689,1596.315,6.93,,,,,,,,,,,,,,,,,,,12.1225,313.48,1.36,,,,,,,13.7575,1370.219,5.95,14.1737,2313.761,10.05,,,,14.8404,1088.011,4.73,,,,,,,,,,16.3642,145.96,0.63,,,,16.9997,4114.135,17.87,,,,,,,17.7432,2054.18,8.92,17.9371,371.383,1.61,,,,18.4012,962.757,4.18,18.5408,95.651,0.42,,,,,,,,,,,,,,,,,,,,,,,,,20.8297,439.193,1.91,21.0959,5160.686,22.42,21.2815,193.627,0.84,21.4246,127.353,0.55,,,,,,,21.6583,228.307,0.99,21.9061,319.239,1.39,,,,,,,,,,23.1147,319.773,1.39,,,,23.4288,52.211,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3889,115.112,0.5,,,,25.9619,211.287,0.92,,,,26.4759,123.796,0.54,26.6145,406.217,1.76,26.7447,123.574,0.54,,,,,,,,,,,,,,,
164,,3.1337,487.048,2.45,3.7055,1527.64,7.67,,,,,,,7.3073,508.691,2.55,,,,,,,,,,12.1245,272.705,1.37,,,,,,,13.7657,1459.202,7.33,,,,,,,14.8417,1650.501,8.29,,,,,,,15.7472,147.026,0.74,,,,,,,16.9415,393.546,1.98,,,,,,,17.744,1038.409,5.21,17.9282,537.053,2.7,,,,18.5338,119.322,0.6,18.6135,106.097,0.53,,,,,,,,,,,,,,,,,,,,,,,,,20.8488,840.887,4.22,21.1143,6587.942,33.07,21.397,172.1,0.86,,,,21.5199,121.581,0.61,21.6507,272.723,1.37,,,,,,,,,,,,,,,,,,,,,,23.4293,106.679,0.54,,,,,,,23.73,104.204,0.52,,,,,,,24.0387,98.971,0.5,,,,,,,,,,,,,,,,25.3929,219.17,1.1,,,,25.9728,870.176,4.37,26.3419,69.411,0.35,26.4838,368.119,1.85,26.6254,1122.458,5.64,,,,,,,,,,,,,,,,,,
166,,3.0629,528.136,2.48,3.6843,1616.041,7.6,,,,,,,,,,,,,,,,,,,12.1237,766.749,3.6,,,,,,,13.7473,499.752,2.35,14.093,481.176,2.26,,,,14.8762,4077.057,19.17,,,,,,,,,,16.3643,119.99,0.56,,,,17.0049,4841.937,22.76,,,,,,,17.7135,303.699,1.43,17.934,1008.181,4.74,,,,18.3685,337.374,1.59,18.6135,142.151,0.67,,,,18.8442,205.999,0.97,,,,,,,,,,,,,,,,,,,20.8277,1258.377,5.92,21.0321,1789.649,8.41,,,,21.423,265.713,1.25,,,,,,,21.6563,577.026,2.71,21.9033,406.946,1.91,,,,,,,,,,23.1313,335.284,1.58,23.2673,95.488,0.45,23.429,199.636,0.94,,,,,,,,,,23.7246,153.415,0.72,,,,24.0347,54.278,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,,,,,3.6807,1800.013,6.78,,,,,,,7.3177,502.215,1.89,,,,,,,,,,12.1224,777.207,2.93,,,,,,,13.7519,1012.763,3.81,,,,,,,14.9073,6790.978,25.58,,,,,,,,,,,,,,,,16.9651,1983.042,7.47,,,,,,,17.7269,278.12,1.05,17.9316,1002.364,3.77,,,,18.5316,131.819,0.5,18.6119,137.744,0.52,,,,,,,19.3281,111.661,0.42,,,,,,,,,,,,,,,,20.8784,2781.268,10.47,21.1058,6075.184,22.88,,,,21.4448,300.684,1.13,,,,21.5991,76.232,0.29,,,,21.9038,218.42,0.82,,,,,,,22.9761,96.435,0.36,23.1338,539.445,2.03,23.2702,152.421,0.57,23.4342,389.138,1.47,23.6115,87.088,0.33,,,,23.73,244.142,0.92,,,,,,,24.0006,117.062,0.44,,,,,,,,,,,,,,,,25.4786,110.071,0.41,,,,25.9619,199.695,0.75,,,,26.474,158.79,0.6,26.6089,109.776,0.41,,,,,,,,,,,,,,,,,,
172,,3.1626,329.2,0.99,3.6944,3593.697,10.8,,,,,,,7.3121,1137.169,3.42,9.9165,388.485,1.17,,,,,,,12.1321,917.579,2.76,,,,,,,,,,14.1296,1758.527,5.29,,,,14.8771,3494.37,10.5,,,,,,,15.7777,465.786,1.4,,,,,,,16.987,181.721,0.55,,,,,,,17.8088,4906.051,14.75,17.9823,2282.346,6.86,,,,18.3934,675.968,2.03,18.5521,236.898,0.71,18.631,218.837,0.66,18.8642,509.472,1.53,19.3378,90.481,0.27,,,,20.0222,202.483,0.61,,,,,,,20.5607,237.727,0.71,20.8554,2374.782,7.14,,,,21.304,948.566,2.85,21.4438,469.145,1.41,,,,,,,21.7139,3830.164,11.51,,,,,,,,,,22.9776,117.139,0.35,23.1538,194.027,0.58,23.2749,189.193,0.57,23.4463,760.491,2.29,23.6182,55.746,0.17,23.6547,50.122,0.15,23.7404,460.728,1.38,,,,,,,24.0077,219.921,0.66,,,,,,,,,,,,,25.2908,164.264,0.49,25.3921,82.239,0.25,,,,25.9666,223.588,0.67,,,,26.4797,95.464,0.29,26.6145,103.895,0.31,26.7461,212.532,0.64,,,,,,,,,,,,,,,
20,,3.1534,144.962,0.76,3.6861,3144.306,16.4,,,,,,,7.3171,690.474,3.6,9.9164,232.868,1.21,,,,,,,12.1178,292.128,1.52,,,,,,,,,,,,,,,,14.8236,389.28,2.03,,,,,,,15.7767,613.347,3.2,,,,,,,16.9713,2156.458,11.25,,,,,,,17.7903,3637.943,18.97,17.9329,192.98,1.01,,,,18.54,343.941,1.79,18.6176,230.296,1.2,,,,18.8503,489.868,2.55,,,,19.8947,135.815,0.71,,,,,,,,,,20.5481,163.642,0.85,20.7944,124.551,0.65,,,,21.3013,1176.22,6.13,21.4185,257.06,1.34,21.5847,97.206,0.51,,,,21.6825,1931.047,10.07,21.904,174,0.91,,,,,,,,,,23.1063,215.166,1.12,23.2662,59.354,0.31,23.4315,260.604,1.36,,,,23.6444,189.237,0.99,23.7279,127.761,0.67,,,,,,,23.9982,75.997,0.4,,,,,,,,,,,,,,,,25.389,191.748,1,,,,,,,,,,,,,26.6112,249.375,1.3,,,,,,,,,,,,,,,,,,
212,,3.0896,1158.694,5.17,3.6866,1028.308,4.59,,,,,,,,,,,,,,,,,,,12.129,691.534,3.09,,,,13.1677,203.037,0.91,13.7627,1732.71,7.73,14.0507,1786.017,7.97,,,,14.8771,3787.417,16.9,,,,,,,,,,,,,,,,16.9735,2308.801,10.3,,,,,,,17.7006,880.048,3.93,17.9431,1232.147,5.5,,,,18.3723,451.916,2.02,18.6184,153.457,0.68,,,,,,,,,,,,,20.0185,235.803,1.05,,,,,,,,,,20.8228,576.758,2.57,21.0867,4652.22,20.76,21.3976,158.605,0.71,,,,,,,21.647,105.98,0.47,,,,21.8941,118.478,0.53,,,,,,,,,,,,,23.2682,60.461,0.27,23.4323,231.379,1.03,,,,,,,23.7298,91.319,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.9633,155.087,0.69,,,,,,,26.6108,73.628,0.33,26.7404,123.052,0.55,,,,,,,,,,,,,,,
224,,3.0987,436.323,0.97,3.6905,473.507,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.1272,1096.656,2.43,,,,14.8399,662.089,1.47,,,,,,,15.8451,513.855,1.14,,,,,,,16.9611,1009.622,2.24,,,,,,,17.8123,1274.848,2.83,,,,,,,18.4957,491.813,1.09,,,,,,,18.9382,2183.955,4.84,,,,,,,,,,,,,20.3377,121.959,0.27,,,,20.8147,243.458,0.54,,,,,,,,,,21.5838,81.181,0.18,,,,21.6908,1958.63,4.34,,,,22.0697,300.153,0.67,,,,,,,,,,,,,23.4311,57.059,0.13,,,,,,,23.7321,76.781,0.17,,,,,,,24.0034,90.61,0.2,,,,,,,,,,,,,,,,,,,,,,25.9646,97.286,0.22,,,,,,,26.6136,98.092,0.22,26.743,95.037,0.21,,,,,,,,,,,,,,,
229,,3.1662,401.776,1.9,3.697,4595.333,21.76,,,,,,,7.3237,543.94,2.58,9.9195,258.852,1.23,,,,,,,12.1247,815.551,3.86,,,,,,,13.7475,363.528,1.72,,,,,,,14.8442,2028.175,9.61,,,,,,,15.767,386.835,1.83,,,,,,,16.9486,839.768,3.98,,,,,,,17.7842,3229.078,15.29,17.9295,354.929,1.68,,,,18.5449,490.945,2.33,18.6223,306.996,1.45,,,,18.8449,182.067,0.86,,,,,,,20.0082,195.058,0.92,,,,,,,20.561,162.286,0.77,20.8102,528.855,2.5,21.1895,99.396,0.47,21.2983,978.311,4.63,21.4261,244.881,1.16,,,,21.6471,124.179,0.59,,,,21.899,67.046,0.32,,,,,,,,,,23.1196,520.158,2.46,23.2661,97.813,0.46,23.4287,150.006,0.71,,,,23.6441,89.327,0.42,,,,23.7261,82.83,0.39,,,,,,,,,,,,,,,,,,,,,,25.3866,99.397,0.47,,,,25.9604,250.322,1.19,,,,26.4919,202.324,0.96,26.609,159.294,0.75,,,,,,,,,,,,,,,,,,
23,,3.0906,550.851,3.02,3.6854,1695.59,9.28,,,,,,,,,,,,,,,,,,,12.1142,188.862,1.03,,,,,,,13.759,1564.781,8.57,,,,,,,14.848,2430.277,13.31,,,,,,,,,,,,,,,,16.9465,1090,5.97,,,,,,,17.718,128.374,0.7,17.917,402.806,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8492,1347.292,7.38,21.2486,107.897,0.59,,,,21.516,79.369,0.43,,,,21.6526,107.447,0.59,,,,21.8954,96.976,0.53,,,,,,,,,,23.115,535.39,2.93,23.2654,62.628,0.34,23.4265,97.072,0.53,23.6056,74.448,0.41,,,,,,,23.7232,120.948,0.66,,,,24.0358,103.097,0.56,,,,,,,,,,,,,,,,25.3878,153.582,0.84,,,,25.9642,490.226,2.68,,,,26.4755,147.289,0.81,26.6105,271.639,1.49,,,,,,,,,,,,,,,,,,
25,,,,,3.6855,3218.328,17.64,,,,,,,,,,,,,,,,,,,12.1236,593.854,3.25,,,,,,,13.7474,249.191,1.37,,,,,,,14.8254,464.05,2.54,,,,,,,15.7868,715.069,3.92,,,,,,,16.9689,2055.244,11.26,,,,,,,17.7769,2734.957,14.99,17.9431,161.839,0.89,,,,,,,18.5483,564.795,3.1,18.6285,469.871,2.58,18.86,516.88,2.83,,,,19.9081,117.828,0.65,20.0109,123.442,0.68,,,,,,,20.5521,173.667,0.95,20.7991,141.236,0.77,21.2963,867.436,4.75,,,,21.4383,260.485,1.43,,,,21.5978,76.647,0.42,21.6858,2071.832,11.35,21.9122,188.117,1.03,,,,,,,,,,23.1099,264.774,1.45,,,,23.4319,199.612,1.09,,,,23.6512,210.309,1.15,23.7293,93.315,0.51,,,,,,,24.0003,69.276,0.38,,,,,,,,,,,,,,,,25.3887,153.045,0.84,,,,25.9615,160.14,0.88,,,,,,,26.6109,200.863,1.1,,,,,,,,,,,,,,,,,,
251,,,,,3.6893,2102.042,11.77,,,,,,,,,,,,,,,,,,,12.1218,364.058,2.04,,,,13.163,146.475,0.82,13.745,191.881,1.07,,,,,,,14.8234,535.964,3,,,,,,,15.7785,502.911,2.82,,,,,,,16.944,261.643,1.47,,,,,,,17.8139,5333.178,29.87,17.9334,188.729,1.06,,,,,,,18.6225,295.714,1.66,,,,18.8595,510.251,2.86,,,,19.9058,170.584,0.96,20.0087,131.126,0.73,,,,,,,,,,20.8061,204.834,1.15,21.194,79.113,0.44,21.3062,1190.074,6.67,21.4347,265.98,1.49,21.5936,69.275,0.39,,,,21.6807,1716.979,9.62,,,,,,,,,,,,,23.1083,280.83,1.57,,,,23.4318,191.196,1.07,,,,23.6473,134.67,0.75,23.7303,126.087,0.71,,,,,,,24.0001,64.083,0.36,,,,,,,,,,,,,,,,25.3899,143.796,0.81,,,,,,,,,,,,,26.6131,349.408,1.96,,,,,,,,,,,,,,,,,,
252,,3.0753,742.898,2.18,3.69,940.912,2.76,,,,,,,,,,,,,,,,,,,,,,,,,13.169,571.333,1.68,13.7675,1790.123,5.26,,,,,,,14.8502,2331.686,6.85,,,,,,,,,,16.3717,344.653,1.01,,,,17.0769,12048.99,35.38,,,,,,,17.7333,163.267,0.48,17.9416,931.148,2.73,,,,18.5369,156.079,0.46,18.6166,140.976,0.41,,,,19.0157,130.167,0.38,,,,,,,,,,,,,,,,,,,20.8646,934.062,2.74,21.1342,8798.309,25.84,,,,21.4263,252.514,0.74,21.5302,459.583,1.35,,,,21.6685,440.803,1.29,21.9242,1023.473,3.01,22.34,134.93,0.4,,,,,,,23.1175,175.493,0.52,23.269,57.728,0.17,23.4294,105.359,0.31,,,,,,,23.7294,130.224,0.38,,,,,,,24.0404,235.375,0.69,,,,,,,,,,,,,,,,25.3889,91.091,0.27,,,,25.963,250.493,0.74,,,,,,,26.6135,382.527,1.12,,,,,,,,,,,,,,,,,,
268,,3.1557,423.702,1.07,3.6824,2841.853,7.17,,,,,,,7.2942,632.346,1.59,9.9183,280.003,0.71,,,,,,,12.1239,814.206,2.05,,,,13.1614,296.865,0.75,13.7616,1574.699,3.97,,,,,,,14.9105,7168.692,18.08,,,,,,,,,,16.3672,186.482,0.47,,,,17.0201,5873.903,14.81,,,,,,,17.7392,463.896,1.17,17.9621,2481.197,6.26,,,,18.3336,159.607,0.4,18.6207,212.027,0.53,,,,,,,19.3314,120.221,0.3,,,,,,,,,,,,,,,,20.8959,3018.574,7.61,21.1303,7672.838,19.35,,,,21.4416,381.909,0.96,21.5296,174.681,0.44,21.6025,123.755,0.31,21.66,254.508,0.64,21.9129,485.101,1.22,,,,,,,,,,23.146,494.255,1.25,23.2726,153.054,0.39,23.4412,630.013,1.59,23.6142,97.487,0.25,,,,23.7365,379.236,0.96,,,,23.8993,53.317,0.13,24.0039,219.337,0.55,,,,,,,,,,,,,25.3897,78.348,0.2,25.4821,141.084,0.36,,,,25.967,464.606,1.17,,,,26.4773,261.207,0.66,26.6119,183.95,0.46,,,,,,,,,,,,,,,,,,
31,,3.0663,352.089,1.31,3.6805,2432.204,9.07,,,,,,,7.3118,520.46,1.94,,,,,,,,,,12.1265,1090.285,4.07,,,,13.1585,184.813,0.69,13.7467,425.616,1.59,,,,,,,14.8581,2844.991,10.61,,,,,,,15.797,652.29,2.43,,,,,,,16.9718,2396.956,8.94,,,,,,,17.7634,1925.378,7.18,17.9341,859.56,3.21,,,,18.5384,268.03,1,18.6146,206.428,0.77,,,,18.8924,1023.486,3.82,,,,,,,,,,,,,,,,,,,20.8383,1024.729,3.82,21.0815,4100.087,15.29,21.2917,544.985,2.03,21.4558,184.534,0.69,21.5187,75.146,0.28,,,,21.699,3017.162,11.25,21.9259,295.796,1.1,,,,22.661,103.116,0.38,,,,23.1127,421.131,1.57,23.2725,193.658,0.72,23.4381,510.556,1.9,,,,,,,23.7324,165.425,0.62,,,,,,,24.0021,122.333,0.46,,,,,,,,,,,,,,,,,,,,,,25.9623,263.654,0.98,,,,26.4744,87.302,0.33,26.6094,123.761,0.46,,,,,,,,,,,,,,,,,,
321,,3.1541,504.184,1.46,3.6894,3132.572,9.06,,,,,,,7.2997,699.839,2.02,9.9212,292.999,0.85,,,,,,,12.1318,1250.957,3.62,,,,,,,13.7465,188.73,0.55,,,,,,,14.9303,9077.551,26.26,,,,,,,,,,16.3676,135.823,0.39,,,,17.0061,4765.787,13.79,17.1234,165.48,0.48,,,,17.7376,449.596,1.3,17.9597,2361.666,6.83,,,,18.5366,152.663,0.44,18.6179,171.661,0.5,,,,,,,19.3307,154.377,0.45,,,,20.015,203.886,0.59,,,,,,,,,,20.8744,3627.087,10.49,21.264,504.035,1.46,,,,21.438,297.606,0.86,,,,21.5992,110.411,0.32,21.6541,254.792,0.74,21.9068,430.614,1.25,,,,,,,22.9775,286.72,0.83,23.1244,468,1.35,23.2724,222.222,0.64,23.445,963.851,2.79,23.6119,88.122,0.25,,,,23.7345,442.096,1.28,,,,,,,24.002,209.116,0.6,,,,,,,,,,,,,,,,25.3863,65.019,0.19,,,,,,,,,,,,,26.6093,138.542,0.4,,,,,,,,,,,,,,,,,,
333,,3.0805,743.798,2.05,3.6897,4078.593,11.24,,,,,,,7.3044,636.804,1.76,9.9192,261.982,0.72,11.6487,470.399,1.3,,,,12.1181,322.116,0.89,,,,,,,13.7599,1545.547,4.26,,,,,,,14.8287,656.544,1.81,,,,,,,15.8075,825.946,2.28,,,,,,,16.9648,1650.632,4.55,,,,,,,17.8205,5729.965,15.79,17.9383,252.328,0.7,,,,,,,18.5565,659.226,1.82,18.6328,415.936,1.15,18.8947,791.512,2.18,,,,,,,19.9659,377.596,1.04,,,,,,,20.5718,162.148,0.45,20.8235,173.782,0.48,21.0871,4273.269,11.78,21.3213,1820.9,5.02,21.4713,222.412,0.61,,,,,,,21.7256,5450.581,15.02,21.962,171.72,0.47,22.3448,161.953,0.45,,,,,,,23.1111,394.894,1.09,23.2751,147.719,0.41,23.4445,669.765,1.85,23.5713,81.312,0.22,23.6631,156.032,0.43,23.7446,369.945,1.02,,,,23.9052,71.933,0.2,24.0121,281.245,0.78,,,,,,,,,,,,,,,,25.3903,123.151,0.34,,,,25.9615,79.155,0.22,,,,,,,26.612,231.422,0.64,,,,,,,,,,,,,,,,,,
343,,3.1584,514.868,2.47,3.6849,2774.553,13.3,,,,,,,7.295,498.259,2.39,,,,,,,,,,12.1319,1530.763,7.34,,,,,,,,,,,,,,,,14.8873,4834.027,23.17,,,,,,,15.7611,166.973,0.8,,,,,,,16.9501,749.586,3.59,,,,,,,17.7546,1516.093,7.27,17.9371,919.238,4.41,,,,18.3795,120.875,0.58,18.6228,337.06,1.62,,,,18.8462,194.598,0.93,19.3326,185.388,0.89,,,,,,,,,,,,,,,,20.8401,1871.138,8.97,21.2814,223.25,1.07,,,,21.4318,290.967,1.39,21.5888,67.831,0.33,21.6476,160.094,0.77,,,,21.9018,78.858,0.38,,,,,,,,,,23.1208,386.925,1.85,23.2691,138.977,0.67,23.4314,264.859,1.27,,,,,,,23.7294,138.703,0.66,,,,,,,24.0006,83.512,0.4,,,,,,,,,,,,,,,,,,,,,,25.9633,270.706,1.3,,,,26.477,177.352,0.85,26.6105,119.381,0.57,,,,,,,,,,,,,,,,,,
384,,3.1269,698.042,2.18,3.682,2622.653,8.18,,,,,,,7.3198,685.395,2.14,9.919,250.029,0.78,,,,,,,12.1332,1661.698,5.18,,,,,,,13.7508,556.71,1.74,14.1685,76.934,0.24,,,,14.9265,8263.757,25.77,,,,,,,,,,,,,,,,16.9735,2187.871,6.82,,,,,,,17.7321,1007.305,3.14,17.9618,2091.942,6.52,,,,18.3875,464.111,1.45,18.5467,252.783,0.79,,,,,,,19.3342,167.282,0.52,,,,,,,20.0312,489.678,1.53,,,,,,,20.8721,3193.327,9.96,21.2665,557.534,1.74,,,,21.4446,124.56,0.39,,,,21.6519,111.632,0.35,,,,21.9055,128.049,0.4,,,,,,,22.9823,385.797,1.2,23.1533,148.563,0.46,23.2736,172.52,0.54,23.4443,780.027,2.43,,,,,,,23.7315,206.775,0.64,,,,,,,24.0061,294.47,0.92,,,,,,,,,,,,,,,,25.3883,89.044,0.28,,,,25.9609,104.703,0.33,,,,,,,26.6098,85.412,0.27,,,,,,,,,,,,,,,,,,
392,,3.1624,583.667,1.29,3.6839,4408.943,9.72,,,,,,,7.2985,477.849,1.05,9.9199,297.68,0.66,11.6351,520.885,1.15,,,,12.1303,1522.903,3.36,,,,,,,13.7456,264.88,0.58,,,,,,,14.8455,1671.699,3.69,,,,,,,15.8378,1057.043,2.33,16.3699,180.141,0.4,,,,16.9991,3904.111,8.61,17.1856,175.542,0.39,,,,,,,17.9839,583.72,1.29,,,,,,,18.5915,1386.704,3.06,18.6668,867.419,1.91,18.905,1418.501,3.13,,,,,,,19.932,320.495,0.71,20.0198,249.881,0.55,,,,20.5562,98.29,0.22,20.8232,765.673,1.69,21.2073,78.425,0.17,21.3473,3260.423,7.19,21.4517,257.191,0.57,,,,21.6084,258.067,0.57,21.6792,1237.851,2.73,21.9179,238.527,0.53,22.3135,194.124,0.43,,,,,,,23.1053,306.295,0.68,,,,23.4373,393.032,0.87,,,,23.6556,145.2,0.32,23.7352,235.143,0.52,,,,23.9003,54.218,0.12,24.0066,313.563,0.69,,,,,,,,,,,,,,,,,,,,,,25.969,725.883,1.6,,,,26.4767,211.142,0.47,26.6117,122.216,0.27,,,,,,,,,,,,,,,,,,
405,,,,,3.6826,926.626,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7559,1324.046,5.98,,,,,,,14.8409,1851.684,8.37,,,,,,,,,,16.3624,148.655,0.67,,,,17.0066,5112.612,23.11,,,,,,,17.723,98.879,0.45,17.9266,467.962,2.11,,,,18.5306,100.535,0.45,18.6099,100.577,0.45,,,,,,,,,,,,,,,,,,,,,,,,,20.8458,591.721,2.67,21.1222,7661.853,34.63,,,,21.435,142.949,0.65,21.5206,191.428,0.87,,,,21.6788,496.124,2.24,21.9107,514.562,2.33,,,,,,,,,,23.1159,385.263,1.74,23.2677,84.66,0.38,23.4285,124.151,0.56,,,,,,,23.7267,91.502,0.41,,,,,,,24.0399,255.414,1.15,,,,,,,,,,,,,25.3912,323.983,1.46,25.4826,120.118,0.54,,,,25.9614,237.271,1.07,,,,26.4781,111.974,0.51,26.6167,661.861,2.99,,,,,,,,,,,,,,,,,,
425,,3.0711,577.865,1.67,3.6825,2055.48,5.93,,,,,,,7.3038,549.316,1.59,,,,,,,,,,12.1236,801.553,2.31,,,,13.1635,505.818,1.46,13.7583,1390.965,4.01,,,,,,,14.8825,4775.893,13.78,,,,,,,,,,16.3701,242.943,0.7,16.6682,150.432,0.43,17.0627,10226.738,29.51,17.1216,159.614,0.46,,,,17.7338,166.158,0.48,17.9359,919.689,2.65,,,,18.5378,170.338,0.49,18.6174,171.491,0.49,,,,19.0158,106.82,0.31,,,,,,,,,,,,,,,,,,,20.8664,1784.351,5.15,21.1133,6443.212,18.59,,,,21.4409,282.863,0.82,21.5283,330.538,0.95,21.5999,85.743,0.25,21.6694,254.293,0.73,21.9188,825.88,2.38,22.3418,125.296,0.36,,,,,,,23.1238,395.168,1.14,23.2694,101.54,0.29,23.4299,150.417,0.43,,,,,,,23.7276,163.76,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.6091,68.881,0.2,,,,,,,,,,,,,,,,,,
54,,3.1944,803.585,5.09,3.681,2598.282,16.46,,,,,,,,,,,,,,,,,,,12.1224,593.082,3.76,,,,,,,13.7429,249.657,1.58,,,,,,,14.8511,2422.115,15.35,,,,,,,,,,,,,,,,16.9532,1294.795,8.2,,,,,,,17.7297,516.843,3.27,17.9197,187.087,1.19,,,,18.5292,161.421,1.02,18.609,113.622,0.72,,,,,,,,,,,,,,,,,,,,,,20.5855,247.073,1.57,20.8193,945.009,5.99,21.2798,300.481,1.9,,,,21.4302,252.838,1.6,,,,21.644,65.229,0.41,,,,21.898,114.016,0.72,,,,,,,,,,23.1153,386.391,2.45,23.2664,86.241,0.55,23.4258,64.366,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3881,164.605,1.04,,,,25.9658,612.563,3.88,,,,26.4789,173.335,1.1,26.6151,513.348,3.25,,,,,,,,,,,,,,,,,,
57,,3.1602,424.709,1.24,3.6865,2777.65,8.13,,,,,,,,,,,,,,,,,,,12.1598,4458.289,13.04,,,,,,,13.7477,401.631,1.17,,,,,,,14.9041,6364.082,18.62,,,,,,,15.7887,346.358,1.01,,,,,,,16.9577,1383.613,4.05,17.1439,161.447,0.47,,,,17.8088,4737.852,13.86,17.9684,1844.192,5.39,,,,,,,18.5619,761.828,2.23,18.6423,651.628,1.91,18.8587,226.526,0.66,19.3348,157.922,0.46,19.9255,107.45,0.31,20.0187,219.877,0.64,,,,,,,,,,20.8583,2401.797,7.03,21.0552,3108.44,9.09,21.2984,685.14,2,21.4512,372.132,1.09,,,,21.6021,264.629,0.77,,,,21.9066,125.427,0.37,,,,,,,,,,23.1165,437.869,1.28,23.2681,91.88,0.27,23.4311,232.323,0.68,,,,,,,23.729,140.696,0.41,,,,,,,24.0011,93.591,0.27,,,,,,,,,,,,,,,,,,,,,,25.9617,219.633,0.64,,,,26.4808,101.006,0.3,,,,,,,,,,,,,,,,,,,,,
60,,3.1602,394.48,1.04,3.6958,2974.36,7.88,,,,,,,7.3129,646.867,1.71,9.9279,243.416,0.64,,,,,,,12.1601,3506.928,9.29,,,,,,,13.7541,298.689,0.79,,,,,,,14.8417,1342.173,3.55,,,,,,,15.8053,635.507,1.68,,,,,,,16.9607,1161.622,3.08,17.1772,152.844,0.4,,,,,,,17.9884,602.186,1.59,,,,,,,18.5767,849.89,2.25,18.653,583.616,1.55,18.8611,421.045,1.11,,,,19.9104,344.765,0.91,20.0189,230.62,0.61,,,,,,,,,,20.8203,646.283,1.71,21.0329,1345.596,3.56,21.3375,2753.3,7.29,21.4319,680.137,1.8,21.5918,468.093,1.24,,,,21.6653,561.296,1.49,21.9099,84.535,0.22,,,,,,,,,,,,,23.2704,68.696,0.18,23.4424,677.326,1.79,,,,23.6481,73.352,0.19,23.7354,257.99,0.68,,,,23.9006,96.12,0.25,24.0042,183.019,0.48,,,,,,,,,,,,,,,,,,,,,,25.9632,183.658,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,3.1299,912.991,2.5,,,,,,,,,,,,,,,,,,,,,,12.1262,161.575,0.44,,,,,,,13.7543,523.228,1.43,,,,,,,14.8401,1256.598,3.44,,,,,,,15.8111,580.484,1.59,,,,,,,16.9612,1403.042,3.84,,,,,,,,,,,,,18.2309,20431.958,55.99,,,,,,,,,,18.9193,2120.984,5.81,,,,,,,,,,,,,,,,,,,20.8251,581.258,1.59,21.064,2632.389,7.21,,,,21.426,106.321,0.29,,,,,,,21.7158,4314.075,11.82,,,,22.0717,381.079,1.04,,,,,,,,,,,,,23.4285,70.445,0.19,,,,,,,,,,,,,,,,23.9997,89.224,0.24,,,,,,,,,,,,,,,,25.3901,133.425,0.37,,,,25.9616,202.302,0.55,,,,,,,26.6151,592.965,1.62,,,,,,,,,,,,,,,,,,
74,,3.0961,1096.266,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1649,495.14,1.36,13.7522,774.564,2.12,,,,,,,14.8588,260.141,0.71,,,,,,,,,,16.3656,168.965,0.46,16.6597,275.389,0.76,16.9937,3755.243,10.3,,,,,,,,,,17.9363,340.483,0.93,,,,,,,,,,,,,,,,,,,19.8916,18747.506,51.42,,,,,,,,,,,,,20.9299,849.824,2.33,21.0741,2291.514,6.29,,,,,,,,,,,,,21.6791,620.738,1.7,21.9112,505.027,1.39,,,,,,,,,,23.1124,971.739,2.67,,,,,,,,,,,,,,,,,,,,,,24.038,114.958,0.32,24.098,506.672,1.39,,,,,,,,,,,,,25.3882,99.553,0.27,,,,25.961,209.747,0.58,,,,,,,26.6105,273.232,0.75,,,,,,,,,,,,,,,,,,
